6.087691,0.957452,0.252383,-1.088838,1.608194,-2.334019,-2.303125,0.283838,-1.060712,-0.566009,-0.082988,0.057329,
6.033098,1.969649,0.003442,0.045519,3.721078,-2.403970,-2.082907,-0.896996,-0.947566,-0.096122,-0.457874,0.038983,
5.320507,2.179057,1.894252,1.499764,3.019488,-0.599587,-0.298016,-1.476892,-0.351990,-0.024521,-0.028866,0.034903,
3.001266,1.649461,2.871819,0.673212,1.063517,0.699623,1.193381,-1.128088,0.507983,0.168088,0.125834,0.073899,
4.921686,1.479582,2.302861,1.301736,7.265962,-0.163964,-2.608931,-1.048149,-0.318982,-0.277792,-0.317606,-0.153608,
4.862255,0.894278,2.468432,0.304125,5.920884,1.624310,-2.056468,0.272288,0.521816,-0.416060,0.015288,-0.065431,
5.395998,1.618140,1.716272,0.685716,4.682925,0.157561,-2.668334,-1.523020,-0.518215,-0.650713,-0.094358,-0.101405,
4.673209,2.426960,1.583421,1.465718,6.646426,-1.155230,-0.808165,-1.440996,-0.839434,-0.373339,-0.386285,0.009897,
4.480783,0.981464,3.668488,2.189426,5.938351,1.887451,-2.105821,0.885644,1.367756,-0.550517,-0.074461,-0.077437,
4.577941,2.637953,2.878506,3.141859,5.176481,2.587830,-0.667752,0.527902,1.643114,-0.234420,0.088447,-0.048780,
5.546689,2.997301,2.442443,1.706129,3.907337,1.725300,0.659178,-0.089907,-0.542118,0.214105,0.278101,0.076838,
5.203458,2.321410,2.316197,2.427098,4.300768,0.679981,-0.363957,-0.122581,0.747615,0.268548,0.034961,0.017195,
5.866512,0.764514,-0.528049,-0.288515,2.396997,-2.165061,0.849618,0.639291,-0.098795,0.234415,0.031731,0.184281,
5.572093,2.150593,0.414044,-1.113823,2.607200,-0.193910,0.657253,0.126197,0.440725,0.574681,0.309663,0.142683,
6.417901,1.464127,0.897570,1.827560,2.334454,-0.840335,0.833833,0.568943,-0.742046,0.168747,0.512606,0.221442,
6.085818,1.097015,0.329745,1.257232,2.938297,-0.832364,2.259334,1.013353,-0.214104,0.554036,0.513418,0.279325,
-0.998791,0.415805,2.777797,-0.200804,-0.104282,-1.106201,0.854797,0.166396,0.516875,-0.384713,0.501459,0.059055,
-1.506100,0.421160,3.854821,0.380593,-0.257160,-0.332818,1.554396,0.641414,1.100680,-0.405060,0.550254,0.054692,
-0.833737,-0.100114,3.959997,1.935896,0.306441,-0.599422,1.156519,0.494757,0.566881,-0.464614,0.573945,0.022810,
-0.182131,1.624100,4.733153,2.042543,1.246924,0.366670,1.905673,1.646409,1.052730,0.144094,0.636968,0.074485,
4.553550,1.997386,1.884469,0.493386,1.501458,0.546147,1.889892,1.409975,1.101655,0.559240,0.326389,0.081074,
4.819971,2.514767,2.200637,1.410878,2.169411,1.021873,1.391033,0.640970,0.667178,0.449495,0.333372,0.117422,
4.874501,2.026598,1.253480,1.127905,2.995928,2.040561,2.350636,1.072121,0.403971,0.028072,0.189937,0.126329,
4.168617,2.851947,2.992210,2.460747,3.002976,1.999593,1.693968,1.112731,1.015460,0.473323,0.237372,0.087091,
5.467723,-0.778174,-0.904107,0.783454,4.103349,1.645050,2.009671,2.206580,-0.750255,-0.330495,0.163918,0.133902,
5.363471,0.594144,-0.060403,2.728917,4.063252,1.728007,2.649837,2.059366,0.165572,-0.483840,-0.014499,0.203882,
5.711001,0.446345,0.277623,-0.910951,2.550271,-0.305056,0.728039,1.688445,-0.445940,0.194433,0.261054,0.067380,
4.653868,1.297319,0.224305,-0.840703,2.438091,0.587373,2.835747,2.450069,0.029875,0.282057,0.242823,0.125328,
5.988090,-0.185839,-0.130340,1.494982,4.124850,0.138713,1.737527,1.764662,-0.303127,-0.210973,-0.075553,0.131426,
5.057784,-1.365898,-2.227357,2.969961,4.635354,0.673989,3.403503,1.105759,0.083295,-0.877394,0.010215,0.254308,
4.608300,0.830027,-0.569888,-0.900748,4.149238,1.733171,1.688421,1.967411,0.577215,-0.105577,0.071787,0.055645,
4.129153,-2.369052,-1.501168,1.738062,6.424949,1.821602,1.675766,1.165405,0.233398,-0.416366,-0.044408,0.222903,
