5.871770,0.746580,1.067882,-0.813114,2.488038,-0.286892,-3.927030,-0.643854,-0.863313,-0.902825,0.113257,-0.062617,
5.730671,1.316688,2.276082,0.190045,5.274862,0.662930,-3.191938,-1.074988,-0.620942,-0.491433,-0.144286,-0.204862,
5.660461,0.792193,0.168719,-0.932864,1.017657,-1.822317,-2.919479,0.132164,-1.310649,-0.844672,0.183705,0.101277,
5.612007,0.950734,0.098883,-0.083061,0.502919,-1.967438,-0.772056,0.573890,-1.021157,-0.447285,0.236055,0.170170,
5.905273,1.450330,0.988053,1.901324,4.581678,-0.192224,-2.163268,-1.859718,-0.310407,-0.222492,-0.340242,-0.157271,
4.900504,0.760959,2.500565,0.124500,5.977915,1.464243,-2.278433,0.180019,0.491079,-0.455516,-0.001655,-0.063431,
6.669326,1.263796,0.160815,1.576853,2.270777,-1.989384,-0.377822,-1.277283,-0.653960,0.285993,0.220772,0.089620,
6.056869,2.058528,-0.423699,0.735809,3.527110,-1.461185,-1.965371,-0.783735,-0.536027,0.510340,-0.106091,0.002436,
5.527656,2.683658,2.405329,2.157173,7.187061,0.900095,-1.685113,-0.678860,-0.117934,0.375333,-0.122563,-0.206031,
5.408724,3.181745,2.697382,3.266796,5.011145,1.234222,-0.463584,-0.549183,0.475261,0.393755,0.050970,-0.055127,
5.031404,1.339693,1.430232,1.033552,4.219033,0.524568,-0.364035,0.960181,1.217025,0.455215,0.066323,0.046870,
4.558297,0.667467,3.088298,1.621537,6.356328,2.133814,-1.808732,1.073352,1.105687,-0.532634,0.008642,-0.055739,
3.809932,1.884023,3.670129,3.087380,4.418712,0.112748,-2.111181,-0.026251,1.431559,-0.953055,-0.257913,-0.090288,
4.285379,1.016213,4.476272,2.012088,5.233758,1.526837,-2.509301,0.685049,1.369918,-0.566622,-0.204130,-0.102369,
4.718733,2.259514,2.161548,2.212912,4.901996,2.964635,-1.163252,0.035174,1.420611,-0.396895,0.079126,-0.078196,
4.491801,2.316767,3.499486,3.422290,5.582507,2.131789,-1.249152,0.874026,1.870051,-0.411726,0.011929,-0.052509,
6.673445,1.287920,0.846992,2.213500,2.683096,-0.916188,0.773363,0.254198,-0.696692,0.509562,0.638257,0.194559,
5.589704,2.702235,2.128209,1.612593,1.927207,0.581379,1.065202,0.490865,-0.034586,0.173558,0.384836,0.173359,
6.200143,1.501172,1.065064,1.087032,1.455584,-0.795626,0.956209,1.030404,-1.096274,-0.300143,0.392510,0.231050,
6.531747,0.907953,0.868333,1.373564,2.838069,-1.622974,1.753806,1.090092,-0.902957,-0.098904,0.356416,0.367701,
5.296265,2.415135,1.843431,1.151730,2.178645,0.867900,1.030034,0.869782,1.102291,0.352348,0.248147,0.108479,
5.782712,-0.092969,-0.314400,2.209207,3.974356,0.325065,1.552606,1.250724,0.542815,-0.174846,0.024546,0.207269,
5.305547,3.030971,2.566186,2.459875,3.482410,1.376093,0.937046,0.125176,0.003379,0.261125,0.271892,0.098267,
4.301623,3.026098,2.956442,3.151075,4.251938,2.253920,0.665720,1.011841,1.398442,0.191913,0.153845,0.014966,
4.654529,1.043810,0.745133,-1.672901,3.163738,-0.014529,1.365920,1.795462,-0.064934,0.175707,0.218798,0.126709,
4.237102,-0.128148,1.364407,-0.890022,1.161484,-0.117010,2.982303,1.374873,-0.276344,0.099529,0.090444,0.080768,
4.989128,-1.297627,-2.694591,0.218357,4.176492,1.326121,4.340505,1.409892,0.003882,-1.009764,-0.215347,0.260621,
4.478161,-1.065249,-1.190433,-1.860560,4.352941,1.891949,2.449555,2.585873,0.207598,-0.842584,-0.113933,0.118341,
4.797034,-2.603679,-2.318231,2.846822,5.563350,0.830059,3.190933,0.910163,-0.074340,-0.696439,0.031627,0.315180,
4.666588,-2.846123,-2.906909,4.380749,7.274247,0.381798,1.878191,0.384859,0.959862,-0.332338,-0.114010,0.269591,
3.976713,-2.674181,-0.566837,1.420889,6.040041,1.849293,1.271180,2.020997,-0.105907,-0.565396,0.016262,0.203828,
3.927261,-2.221693,-1.947473,1.380042,6.683845,2.072031,2.043256,0.660803,0.330572,-0.355245,-0.085040,0.243366,
